caseid,weight,REGNRACE,SEXAGEWT,ADJWT,MSUEWT,STATEWT,EADJWT,EMSUEWT,ESTATEWT,CC1,CC2,CC3,CC4,CC5,CC6,A1,PO1,PO2,vote,vote1,vote1a,vote3,vote3a,vote4,vote4a,perception_a,perception_b,perception_c,vote5,vote5a,vote5b,vote5c,bever_vote6a,bever_vote6b,bever_vote6c,bever_vote6d,bever_vote6e,bever_vote6f,bever_vote6g,D10,D11,D12,P4a,caseapproval1,requity_a,requity_b,requity_c,requity_d,requity_e,requity1,UN1,UN2,UN3,demo_county,demo_Detroit,cellular2,NEAL1,NEAL2,NEAL3,Q4a,Q4b,Q4c,Q4d,mcan0,mcan1,mcan2,mcan_treatment,mcan3a,mcan4a,mcan3b,mcan4b,mcancovid,inputstate,region,CD1,CD2,CD3,CD5a,CD4_1,CD4_2,CD4_3,CD4_4,CD4_5,CD4_6,CD6,CD6_t,CD7,partyid,ideology,CD8,CD8_t,CD10,CD11,CD15,CD15_t,inc,X1,X1_t,child18,presvote16post,presvote20post,inputzip,votereg,newsint,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1950399779,1.165418392,0.918850963,0.727537468,0.727537468,.7256704303614619,0.704615178,0.527108186,0.524059826,0.505653637,Worse off,About the same,Just fair,Go up,About the same,Neither good nor bad/Stay the same,inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Somewhat conservative,I don’t know,I don’t know,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Almost never,Almost never,Seldom,"Inflation, Price of Gas and Food",Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","None, all people are treated equally.",not asked,Yes,Yes,Menominee County,not asked,Menominee,Yes,not asked,not asked,Disagree,Agree,Agree,Strongly agree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1958,1st year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,Somewhat conservative,Married or Remarried,__NA__,2,0,Semi-retired/retired and working part-time,__NA__,"$100,000 to $149,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,49858,Yes,Some of the time,Never,No,Very important,Once a day,8-Sep-22,8-Sep-22
1950292315,0.885098839,1.043730818,0.732591002,0.732591002,0.730710996,0.702129668,0.549492866,0.546315052,0.56755158,About the same,Better off,Excellent,Stay about the same,Better than,Neither good nor bad/Stay the same,Low-income housing,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,Abortion rights,Disapprove,"No, not treated less fairly",I don’t know,I don’t know,"Yes, treated less fairly",I don’t know,I am white and have not experienced any racial prejudicial treatment.,not asked,Yes,Yes,St. Joseph County,not asked,Three Rivers,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1957,Technical/junior college graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,Other,"Christian, no church affiliation",Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,2,0,Retired,__NA__,"$40,000 to $49,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,49093,Yes,Most of the time,Seldom,No,Somewhat important,Several times a day,8-Sep-22,8-Sep-22
1950016789,1.409035565,1.157761737,1.214531335,1.214531335,1.211414553,1.227134045,1.551903384,1.542928453,1.672635589,About the same,About the same,Not so good,Go up,About the same,Neither good nor bad/Stay the same,Not really sure,Fair,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,In the middle,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time,Poverty,Disapprove,"Yes, treated less fairly",I don’t know,I don’t know,I don’t know,I don’t know,I don't believe I am treated different because of my race,No,No,No,Monroe County,not asked,Luna Pier,Yes,not asked,not asked,Disagree,Strongly disagree,Disagree,Strongly disagree,Yes,Very important,Somewhat disagree,Treatment Group 1 (mcan3/4a),18,Somewhat unlikely,not asked,not asked,Not at all,Michigan,Midwest,Male,1981,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Strong Democrat,Very liberal,Married or Remarried,__NA__,3,2,Work part-time,__NA__,"$10,000 to $19,999","Small city or town, village",__NA__,Yes,Hillary Clinton,Did not vote for President,48157,Yes,Some of the time,Never,No,Not at all important,Never,8-Sep-22,8-Sep-22
1950499537,1.558252577,0.933840689,0.739406191,0.739406191,0.737508695,0.760758155,1.19148572,1.184595148,1.049245191,Worse off,Worse off,Just fair,Stay about the same,Worse than,Neither good nor bad/Stay the same,Inflation and Gas prices,Poor,Fair,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,In the middle,I don’t know,Oppose,Legal only under certain circumstances,Pro-choice,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Seldom,Some of the time,Some of the time,Infrastructure,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I'm not treated differently because of my race nor is anyone else.,not asked,Yes,No,Huron County,not asked,Sheridan,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,No,Somewhat unimportant,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1960,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,Somewhat conservative,Married or Remarried,__NA__,2,0,Disabled,__NA__,"$50,000 to $59,999",Rural community,__NA__,No,Donald Trump,Donald Trump,48413,Yes,Most of the time,Seldom,No,Very important,Once a day,8-Sep-22,8-Sep-22
1950296303,0.735234288,1.157761737,0.817153115,0.817153115,0.815056102,0.825632388,1.044141594,1.038103139,1.125371855,About the same,About the same,Good,Go down,About the same,Good times,roads and infrastructure in much need of repair,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Nearly always or most of the time,not taking away voting rights,Disapprove,"No, not treated less fairly","No, not treated less fairly",I don’t know,"No, not treated less fairly","Yes, treated less fairly",Am not treated differently because of my race. Am treated differently because I'm a senior...and not in a good way.,not asked,No,not asked,Wayne County,No,Allen Park,No,No,No,skipped,skipped,skipped,skipped,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1943,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Democrat,Closer to the liberal side,Divorced,__NA__,1,0,Retired,__NA__,"$20,000 to $29,999",A suburb,__NA__,No,Did not vote for President,Joe Biden,48101,Yes,Most of the time,Seldom,No,Not too important,Seldom,8-Sep-22,8-Sep-22
1950484087,0.842018368,0.933840689,1.161424505,1.161424505,1.158444007,1.194963167,1.007354303,1.001528595,0.887095531,About the same,About the same,Good,Go down,About the same,Good times,unity,Fair,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Somewhat conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,abortion access,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I am given the benefit of the doubt in almost all occasions because I am white.,No,Yes,No,Saginaw County,not asked,Richland Township,Yes,not asked,not asked,Disagree,Strongly disagree,Disagree,Disagree,Yes,Very important,Strongly disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,1,Very likely,Not at all,Michigan,Midwest,Male,1987,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Not a very strong Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,2,Work full-time,__NA__,"$100,000 to $149,999",Rural community,__NA__,Yes,Did not vote for President,Joe Biden,48626,Yes,Most of the time,A few times a year,No,Not too important,A few times a month,8-Sep-22,8-Sep-22
1950537695,3.079949338,0.183411408,0.262047149,0.262047149,0.261374672,0.281540483,0.415114286,0.412713607,0.336735823,Better off,Better off,Just fair,Go up,Worse than,Good times,Financial,Poor,Fair,skipped,Gretchen Whitmer,not asked,I don’t know,Matthew DePerno,Jocelyn Benson,not asked,In the middle,In the middle,In the middle,Support,not asked,I don’t know,I don’t know,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Nearly always or most of the time,Nearly always or most of the time,Almost never,N\A,Approve,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know,N\A,not asked,not asked,No,Crawford County,not asked,N/A,Refused,not asked,not asked,Disagree,Disagree,Disagree,Disagree,No,Very important,Strongly agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1993,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",not selected,selected,not selected,not selected,not selected,not selected,Other, ,"Another party, third party, etc",Neither,In the middle,Other, ,11,5,Other, ,"Less than $10,000",Other, ,skipped,Did not vote for President,Did not vote for President,48186,Yes,Don't know,More than once a week,No,Not too important,Several times a day,8-Sep-22,8-Sep-22
1948280451,1.096105884,1.043730818,1.133570413,1.133570413,1.130661396,1.086436245,1.395960652,1.387887565,1.44183796,Worse off,Better off,Not so good,Stay about the same,Worse than,Bad times,Homelessness,Fair,Good,Very likely,Gretchen Whitmer,not asked,Matthew DePerno,not asked,I don’t know,I don’t know,Somewhat liberal,Moderate but closer to the conservative side,Very conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Almost never,Seldom,Some of the time,Homelessness and financial aid for hurting parents,I don’t know,"No, not treated less fairly","No, not treated less fairly",I don’t know,I don’t know,I don’t know,I live in a mostly black neighborhood and sometimes being white I'm the one looked down upon,No,No,No,Kalamazoo County,not asked,Kalamazoo,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Agree,Agree,Yes,Somewhat unimportant,Somewhat agree,Treatment Group 1 (mcan3/4a),5,Somewhat likely,not asked,not asked,A great deal,Michigan,Midwest,Female,1987,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,5,3,"Unemployed, laid off, or looking for work",__NA__,"$10,000 to $19,999",Urban community,__NA__,Yes,Donald Trump,Donald Trump,49006,Yes,Most of the time,Seldom,No,Somewhat important,Several times a day,8-Sep-22,8-Sep-22
1948861821,0.885098839,0.948571804,0.669505978,0.669505978,0.667787863,0.64669838,0.583014115,0.579642442,0.506715651,About the same,About the same,Good,Stay about the same,About the same,Good times,Woman's right for body autonomy,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,In the middle,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Nearly always or most of the time,Some of the time,Nearly always or most of the time,Abortion rights,Disapprove,"Yes, treated less fairly","Yes, treated less fairly",I don’t know,I don’t know,"Yes, treated less fairly",I'm not because I am white,not asked,No,not asked,Kent County,not asked,Kentwood,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1952,3rd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Democrat,Strong Democrat,Somewhat liberal,Widowed,__NA__,1,0,Retired,__NA__,"$20,000 to $29,999","Small city or town, village",__NA__,No,Hillary Clinton,Joe Biden,49508,Yes,Most of the time,Seldom,No,Not too important,Seldom,8-Sep-22,8-Sep-22
1950545949,0.855782187,1.157761737,1.616209453,1.616209453,1.612061867,1.632980217,1.111575843,1.105147404,1.198052234,About the same,About the same,Good,Stay about the same,Better than,Neither good nor bad/Stay the same,climate change,Fair,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,In the middle,Somewhat liberal,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,climate change,Disapprove,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know, ,not asked,No,No,Oakland County,not asked,Ferndale,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1971,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Independent,Neither,Very liberal,Member of an unmarried couple,__NA__,2,0,Semi-retired/retired and working part-time,__NA__,"$150,000 or More",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48220,Yes,Most of the time,Never,No,Not at all important,Never,8-Sep-22,8-Sep-22
1949981901,0.91437285,0.933840689,0.485984353,0.485984353,0.484737199,0.50001821,0.783119514,0.778590596,.6896300727808981,Worse off,About the same,Just fair,Go up,About the same,Neither good nor bad/Stay the same,Inflation,Poor,Fair,Very likely,I don't know,Tudor Dixon,I don’t know,Matthew DePerno,I don’t know,Kristina Karamo,Very liberal,Very liberal,Don’t know,I don’t know,I don’t know,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Seldom,Some of the time,Some of the time,Keeping jobs in mi taxes on business State taxes on wages,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",Overall in my 80yrs people treat all races are treated well but like everything in life there are those that don’t like some races Chinese Germans whites & African Americans Latinos overall we’re a mix country and we treat each other with respect dignity,not asked,Yes,No,Midland County,not asked,Midland mi,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1943,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,Very conservative,Widowed,__NA__,2,0,Retired,__NA__,"$30,000 to $39,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,48642,Yes,Most of the time,Once or twice a month,No,Very important,Once a day,8-Sep-22,8-Sep-22
